State,County,Deaths,Population,Crude Rate,Age Adjusted Rate,% of Total Deaths
WI,Trempealeau,291,29633,982.01,748.5,0.01%
WI,Vernon,316,30814,1025.51,701.64,0.01%
WI,Vilas,325,21435,1516.21,835.42,0.01%
WI,Walworth,895,102959,869.28,692.16,0.03%
WI,Washburn,205,15648,1310.07,793.02,0.01%
WI,Washington,1123,134296,836.21,635.01,0.04%
WI,Waukesha,3427,398424,860.14,623.46,0.12%
WI,Waupaca,694,51533,1346.71,826.29,0.03%
WI,Waushara,274,24162,1134.01,703.38,0.01%
WI,Winnebago,1553,169886,914.14,724.47,0.06%
WI,Wood,858,73107,1173.62,772.89,0.03%
WV,Barbour,193,16831,1146.69,866.64,0.01%
WV,Berkeley,1047,113525,922.26,917.76,0.04%
WV,Boone,299,22816,1310.48,1035.5,0.01%
WV,Braxton,179,14471,1236.96,889.94,0.01%
WV,Brooke,349,22977,1518.91,935.19,0.01%
WV,Cabell,1258,95987,1310.59,1052.68,0.05%
WV,Calhoun,79,7336,1076.88,726.9,0.00%
WV,Clay,123,8859,1388.42,978.42,0.00%
WV,Doddridge,85,8413,1010.34,844.3,0.00%
WV,Fayette,661,44323,1491.33,1079.55,0.02%
WV,Gilmer,90,8249,1091.04,877.95,0.00%
WV,Grant,133,11732,1133.65,723.67,0.00%
WV,Greenbrier,477,35279,1352.08,892.96,0.02%
WV,Hampshire,256,23301,1098.67,845.39,0.01%
WV,Hancock,443,29590,1497.13,986.63,0.02%
WV,Hardy,169,13889,1216.79,894.57,0.01%
WV,Harrison,851,68400,1244.15,920.78,0.03%
WV,Jackson,348,29152,1193.74,860.17,0.01%
WV,Jefferson,490,56368,869.29,801.78,0.02%
WV,Kanawha,2529,186241,1357.92,992.14,0.09%
WV,Lewis,234,16309,1434.79,1035.63,0.01%
WV,Lincoln,277,21232,1304.63,1091.29,0.01%
WV,Logan,540,33700,1602.37,1234.67,0.02%
WV,Marion,710,56538,1255.79,906.13,0.03%
WV,Marshall,391,31793,1229.83,828.61,0.01%
WV,Mason,342,26825,1274.93,925.78,0.01%
WV,Mcdowell,343,19141,1791.96,1319.07,0.01%
WV,Mercer,847,60468,1400.74,1013.15,0.03%
WV,Mineral,338,27411,1233.08,929.18,0.01%
WV,Mingo,343,24647,1391.65,1171.8,0.01%
WV,Monongalia,726,104622,693.93,771.02,0.03%
WV,Monroe,161,13370,1204.19,781.99,0.01%
WV,Morgan,241,17632,1366.83,957.15,0.01%
WV,Nicholas,337,25311,1331.44,991.22,0.01%
WV,Ohio,617,42516,1451.22,933.7,0.02%
WV,Pendleton,95,7051,1347.33,714.91,0.00%
WV,Pleasants,94,7591,1238.31,905.87,0.00%
WV,Pocahontas,94,8501,1105.75,691.07,0.00%
WV,Preston,367,33758,1087.15,832.5,0.01%
WV,Putnam,621,56941,1090.6,893.71,0.02%
WV,Raleigh,1053,76601,1374.66,1021.21,0.04%
WV,Randolph,366,29006,1261.81,869.86,0.01%
WV,Ritchie,107,9875,1083.54,751.72,0.00%
WV,Roane,215,14208,1513.23,1057.17,0.01%
WV,Summers,186,12872,1445,931.05,0.01%
WV,Taylor,199,16859,1180.38,853.44,0.01%
WV,Tucker,95,6926,1371.64,901.59,0.00%
WV,Tyler,122,8972,1359.79,932.92,0.00%
WV,Upshur,308,24658,1249.09,933.21,0.01%
WV,Wayne,513,40531,1265.7,958.48,0.02%
WV,Webster,117,8646,1353.23,920.45,0.00%
WV,Wetzel,197,15640,1259.59,849.06,0.01%
WV,Wirt,54,5806,930.07,691.6,0.00%
WV,Wood,1110,85643,1296.08,967.15,0.04%
WV,Wyoming,313,21763,1438.22,1106.85,0.01%
WY,Albany,206,38256,538.48,672.36,0.01%
WY,Big Horn,127,12005,1057.89,765.33,0.00%
WY,Campbell,207,48803,424.15,655.37,0.01%
WY,Carbon,152,15618,973.24,920.06,0.01%
WY,Converse,121,14191,852.65,799.11,0.00%
WY,Crook,65,7464,870.85,622.51,0.00%
WY,Fremont,412,40242,1023.81,861.36,0.02%
WY,Goshen,144,13390,1075.43,659.57,0.01%
WY,Hot Springs,62,4679,1325.07,856.9,0.00%
WY,Johnson,97,8486,1143.06,738.89,0.00%
WY,Laramie,797,98136,812.14,710.14,0.03%
WY,Lincoln,142,19110,743.07,687.02,0.01%
WY,Natrona,692,81039,853.91,763.56,0.03%
WY,Niobrara,22,2480,887.1,549.12,0.00%
WY,Park,286,29353,974.35,652.26,0.01%
WY,Platte,91,8680,1048.39,652.48,0.00%
WY,Sheridan,341,30200,1129.14,815.22,0.01%
WY,Sublette,52,9769,532.3,533.65,0.00%
WY,Sweetwater,312,44165,706.44,845.86,0.01%
WY,Teton,90,23191,388.08,397.07,0.00%
WY,Uinta,142,20773,683.58,747.42,0.01%
WY,Washakie,92,8235,1117.18,705.29,0.00%
WY,Weston,70,7236,967.39,693.94,0.00%
